Name,Latitude,Longitude
B-Lot (southeast corner),42.445736,-76.463699
Sage Hall,42.445916,-76.483243
North Campus,42.45695294359842,-76.47848231970252
Cornell Club of New York City,40.75441425183247,-73.97934035554515
Weill Cornell Medical College,40.764963,-73.95511399999998
