Name,Latitude,Longitude
Info Booth - Campus Road,42.44506420110299,-76.48437607685075
Info Booth - Hoy Road,42.44321883182631,-76.48024331537873
Info Booth - Tower Road,42.44766148647454,-76.47249816568575
